 ,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Nm,rpm,hp
5822,Isuzu MU 7 AT Premium,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999,161.0,333Nm@ 1600-3200rpm,7,333,,
5823,Mercedes-Benz GLC 220d 4MATIC,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950,194.0,400nm@ 2800rpm,5,400,,
5824,Maruti Celerio ZXI Optional AMT BSIV,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
5825,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,400Nm@ 1400-2800rpm,5,400,,
5826,Hyundai Creta 1.6 CRDi SX,2015,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
5827,BMW X4 M Sport X xDrive20d,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,400,,
5828,Honda Amaze S i-Dtech,2014,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,200,,
5829,Mahindra Xylo D4,2018,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,7,218,,
5830,Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
5831,Hyundai i20 Magna Optional 1.4 CRDi,2013,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,219.7Nm@ 1500-2750rpm,5,219,,
5832,Hyundai i20 Magna Optional 1.4 CRDi,2013,350000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,219.7Nm@ 1500-2750rpm,5,219,,
5833,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
5834,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7,200,,
5835,Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,190,,
5836,Hyundai Verna CRDi 1.6 EX,2017,860000,40000,Diesel,Individual,Manual,Second Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5,259,,
5837,Maruti Swift Dzire Vdi BSIV,2012,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
5838,Tata Indica V2 DLX TC,2008,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,"13@ 2,500(kgm@ rpm)",5,127,,
5839,Volkswagen Vento Diesel Highline,2011,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,250,,
5840,Maruti Swift VDI BSIV,2014,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
5841,Honda Jazz 1.2 S i VTEC,2015,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110Nm@ 4800rpm,5,110,,
5842,Maruti Swift VDI Optional,2017,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
5843,Honda City i DTec SV,2016,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5,200,,
5844,Honda City i VTEC VX,2017,890000,18300,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,145,,
5845,Maruti Swift LDI,2015,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,190,,
5846,Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
5847,Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,115,,
5848,Honda City i-DTEC ZX,2017,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,200,,
5849,Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,190,,
5850,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8,343,,
5851,Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5,113,,
5852,Maruti Celerio VDi,2016,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,125Nm@ 2000rpm,5,125,,
5853,Audi A4 35 TDI Premium Plus,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,400Nm@ 1750-3000rpm,5,400,,
5854,Mahindra XUV500 W8 2WD,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5855,Maruti Baleno Alpha CVT,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,113Nm@ 4200rpm,5,113,,
5856,Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5,113,,
5857,Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,190,,
5858,Audi A6 2.0 TDI Premium Plus,2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,380Nm@ 1750-2500rpm,5,380,,
5859,Mahindra XUV500 AT W10 AWD,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5860,Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
5861,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,113,,
5862,Maruti Alto 800 LXI,2016,240000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
5863,Hyundai Verna 1.4 VTVT,2014,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,135.3Nm@ 5000rpm,5,135,,
5864,Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113Nm@ 4200rpm,5,113,,
5865,Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
5866,Maruti Alto K10 2010-2014 VXI,2012,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5,90,,
5867,Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
5868,Maruti Swift Dzire AMT ZDI,2017,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
5869,Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
5870,Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,135,,
5871,Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5,170,,
5872,Mahindra Xylo D4,2014,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,7,218,,
5873,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,219.6Nm@ 1500-2750rpm,5,219,,
5874,Hyundai Sonata 2.0L CRDi MT,2009,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,"33@ 2,000-2,680(kgm@ rpm)",5,323,,
5875,Tata Manza Club Class Quadrajet90 LX,2012,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,200,,
5876,Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5877,Maruti Swift Ldi BSIV,2009,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,190,,
5878,Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,"21.4@ 1,900(kgm@ rpm)",5,209,,
5879,Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,154.9Nm@ 4200rpm,5,154,,
5880,Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,360Nm@ 2000rpm,5,360,,
5881,Mitsubishi Pajero Sport Anniversary Edition,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400Nm@ 2000-2500rpm,7,400,,
5882,Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
5883,Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,200,,
5884,Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,"25.5@ 1,900(kgm@ rpm)",5,250,,
5885,Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,219,,
5886,Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250Nm@ 1500-2500rpm,5,250,,
5887,Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
5888,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8,343,,
5889,Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4,59,,
5890,Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5,120,,
5891,Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
5892,Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5,94,,
5893,Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5,90,,
5894,Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7,96,,
5895,Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
5896,Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,219,,
5897,Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,140Nm@ 1800-3000rpm,5,140,,
5898,Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,140Nm@ 1800-3000rpm,5,140,,
5899,Maruti Ritz ZDi,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,190,,
5900,Maruti Swift Dzire VXi,2012,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,114,,
5901,Honda City 1.5 S MT,2010,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,1431,,
5902,Mahindra XUV500 W6 2WD,2015,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5903,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,171Nm@ 1800rpm,10,171,,
5904,Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,170,,
5905,Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
5906,Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,113.75nm@ 4000rpm,5,113,,
5907,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,200,,
5908,Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5,114,,
5909,Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,215,,
5910,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,7,200,,
5911,Mahindra XUV500 W6 2WD,2012,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5912,Maruti Ritz VDi,2013,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,190,,
5913,Honda Brio 1.2 S MT,2017,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,109Nm@ 4500rpm,5,109,,
5914,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,200Nm@ 1750rpm,7,200,,
5915,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,145Nm@ 4600rpm,7,145,,
5916,Hyundai Verna 1.6 CRDi S,2017,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
5917,Volkswagen Vento 1.5 TDI Comfortline,2017,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,250Nm@ 1500-3000rpm,5,250,,
5918,Hyundai EON Era Plus,2017,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
5919,Maruti Ertiga SHVS ZDI Plus,2016,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,200,,
5920,Mercedes-Benz B Class B200 CDI Sport,2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,300Nm@ 1600-3000rpm,5,300,,
5921,Chevrolet Beat LT,2012,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,108,,
5922,Tata Nexon 1.2 Revotron XM,2018,750000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5,170,,
5923,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,250Nm@ 1500-3000rpm,5,250,,
5924,Ford Figo Diesel ZXI,2011,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
5925,Honda City 1.5 E MT,2011,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,1431,,
5926,Ford Figo 1.5D Titanium MT,2015,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,215,,
5927,Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5,99,,
5928,Tata Indigo CS eLX BS IV,2012,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,140Nm@ 1800-3000rpm,5,140,,
5929,Datsun RediGO 1.0 S,2017,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5,91,,
5930,Toyota Etios G,2016,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,132,,
5931,Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,135,,
5932,Tata Indigo eCS VX BSIV,2012,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,140,,
5933,Mahindra Scorpio LX,2011,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9,290,,
5934,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,550000,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,170Nm@ 1400-4500rpm,5,170,,
5935,Renault Duster 110PS Diesel RxL,2015,600000,136000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
5936,Ford Figo Aspire 1.5 TDCi Titanium,2017,550000,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,215,,
5937,Mahindra Bolero SLX,2011,370000,110000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,1765,,
5938,Hyundai i10 Magna 1.1L,2008,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,99,,
5939,Tata Indica Vista Aqua 1.4 TDI,2010,200000,110000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135 Nm at 2500  rpm ,5,1323,,
5940,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,112,,
5941,Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,99.07Nm@ 4500rpm,5,99,,
5942,Maruti 800 AC BSII,2007,125000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4,59,,
5943,Renault Lodgy 85PS RxZ,2015,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,200Nm@ 1900rpm,8,200,,
5944,Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5,350,,
5945,Tata Indica V2 1.2 GLE BSIII,2013,170000,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,"10.2@ 2,600(kgm@ rpm)",5,100,,
5946,Fiat Linea Emotion (Diesel),2010,275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,209Nm@ 2000rpm,5,209,,
5947,Toyota Innova 2.5 V Diesel 8-seater,2007,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
5948,Volkswagen Jetta 2.0L TDI Highline,2013,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,320Nm@ 1750-2500rpm,5,320,,
5949,Maruti Swift Dzire ZDI,2019,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
5950,Maruti Swift Dzire VDI,2013,470000,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
5951,Renault KWID RXT,2015,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
5952,Renault Duster 110PS Diesel RxL,2014,600000,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
5953,Ford Figo Diesel Celebration Edition,2013,275000,104300,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,160Nm@ 2000rpm,5,160,,
5954,Mahindra KUV 100 D75 K8,2018,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6,190,,
5955,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,619Nm@ 1600-2400rpm,7,619,,
5956,Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,250,,
5957,Audi A6 2.0 TDI,2014,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,380Nm@ 1750-2500rpm,5,380,,
5958,Hyundai Verna CRDi SX ABS,2007,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,235,,
5959,Hyundai Verna CRDi SX,2010,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,235,,
5960,Hyundai Verna CRDi SX ABS,2007,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,235,,
5961,Volkswagen Polo Petrol Comfortline 1.2L,2011,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,110Nm@ 3750rpm,5,110,,
5962,Volkswagen Jetta 2.0L TDI Highline AT,2013,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,320Nm@ 1750-2500rpm,5,320,,
5963,Maruti Swift VDI,2013,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,190,,
5964,Volvo XC60 Inscription D5 BSIV,2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480Nm,5,480,,
5965,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
5966,Hyundai Xcent 1.1 CRDi SX,2016,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5,180,,
5967,Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,240Nm@ 1750rpm,5,240,,
5968,Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5,159,,
5969,Chevrolet Optra Magnum 2.0 LT,2011,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,305Nm@ 2000rpm,5,305,,
5970,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,360,,
5971,Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,200,,
5972,Volkswagen Vento Diesel Highline,2013,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,250,,
5973,Ford Fiesta 1.4 SXi TDCi ABS,2010,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5,159,,
5974,Honda City 2017-2020 GXi,2008,280000,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5,124,,
5975,Honda City i DTec E,2016,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5,200,,
5976,Honda City i DTEC V,2014,640000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200Nm@ 1750rpm,5,200,,
5977,Tata Indica V2 DLE BSIII,2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,85Nm@ 2500rpm,5,85,,
5978,Skoda Octavia Ambiente 1.9 TDI MT,2007,195000,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,210 / 1900,5,210,190000,5598.428511295075
5979,Maruti Alto 800 LXI,2017,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5,69,,
5980,Maruti Swift Dzire ZDI,2012,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
5981,Maruti Wagon R LX Minor,2009,160000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
5982,Maruti Celerio VXI,2015,330000,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
5983,Ford Figo Petrol LXI,2010,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,102Nm@ 4000rpm,5,102,,
5984,Hyundai i10 Era,2011,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,99,,
5985,Maruti Baleno Alpha 1.2,2016,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,115,,
5986,Mahindra Verito 1.5 D4 BSIV,2015,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,160Nm@ 2000rpm,5,160,,
5987,Tata Zest Revotron 1.2 XT,2014,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
5988,Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,153Nm@ 3800rpm,5,153,,
5989,Hyundai Verna 1.6 SX CRDi (O),2012,590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,259,,
5990,Mahindra XUV500 W4,2013,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
5991,Fiat Grande Punto 1.3 Emotion (Diesel),2011,254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248,75.0,197Nm@ 1750rpm,5,197,,
5992,Hyundai Grand i10 SportZ Edition,2015,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75Nm@ 4000rpm,5,113,,
5993,Maruti Swift Dzire AMT ZDI Plus,2018,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
